110,13000,0.89,1300.0
111,14000,0.85,1400.0
112,82000,0.64,8200.0
114,13000,0.91,1300.0
115,12000,0.94,1200.0
116,12000,0.96,1200.0
117,11000,0.95,1100.0
118,12000,0.94,1200.0
119,12000,0.95,1200.0
120,12000,0.89,1200.0
121,14000,0.87,1400.0
122,13000,0.92,1300.0
123,14000,0.82,1400.0
124,12000,1.0,1200.0
125,12000,0.91,1200.0
126,14000,0.81,1400.0
127,15000,0.8,1500.0
128,14000,0.87,1400.0
129,13000,0.94,1300.0
130,13000,0.93,1300.0
131,12000,0.98,1200.0
132,12000,0.99,1200.0
133,14000,0.81,1400.0
134,13000,0.89,1300.0
135,12000,0.91,1200.0
136,15000,0.84,1500.0
137,12000,0.96,1200.0
138,14000,0.84,1400.0
139,14000,0.84,1400.0
140,12000,0.98,1200.0
141,18000,0.7,1800.0
142,13000,0.96,1300.0
143,13000,0.89,1300.0
144,14000,0.83,1400.0
145,14000,0.87,1400.0
146,16000,0.72,1600.0
147,11000,0.95,1100.0
148,7000,1.0,700.0
150,12000,0.97,1200.0
151,15000,0.78,1500.0
152,13000,0.95,1300.0
153,12000,0.96,1200.0
154,12000,0.95,1200.0
155,12000,0.93,1200.0
156,11000,0.98,1100.0
157,11000,0.97,1100.0
158,16000,0.74,1600.0
159,14000,0.87,1400.0
160,14000,0.89,1400.0
161,13000,0.88,1300.0
162,12000,0.94,1200.0
164,14000,0.88,1400.0
166,11000,0.99,1100.0
167,12000,0.94,1200.0
169,14000,0.85,1400.0
170,16000,0.75,1600.0
171,12000,0.98,1200.0
172,14000,0.87,1400.0
174,12000,0.94,1200.0
175,14000,0.86,1400.0
176,14000,0.82,1400.0
177,12000,0.97,1200.0
178,21000,0.58,2100.0
179,13000,0.88,1300.0
180,13000,0.9,1300.0
181,13000,0.9,1300.0
182,13000,0.91,1300.0
183,14000,0.85,1400.0
184,12000,0.97,1200.0
187,15000,0.8,1500.0
188,15000,0.75,1500.0
189,7000,0.32,700.0
191,14000,0.86,1400.0
192,12000,0.98,1200.0
193,13000,0.93,1300.0
194,13000,0.9,1300.0
195,13000,0.91,1300.0
196,13000,0.89,1300.0
197,12000,1.0,1200.0
198,13000,0.89,1300.0
199,12000,0.99,1200.0
200,13000,0.96,1300.0
201,11000,0.97,1100.0
203,14000,0.81,1400.0
204,15000,0.82,1500.0
205,13000,0.95,1300.0
206,12000,0.98,1200.0
207,14000,0.84,1400.0
208,11000,0.96,1100.0
209,14000,0.85,1400.0
211,8000,1.0,800.0
212,9000,0.86,900.0
213,12000,0.98,1200.0
214,13000,0.85,1300.0
215,15000,0.79,1500.0
216,12000,0.96,1200.0
217,13000,0.95,1300.0
218,14000,0.88,1400.0
220,14000,0.85,1400.0
221,16000,0.76,1600.0
222,13000,0.87,1300.0
223,13000,0.9,1300.0
224,13000,0.89,1300.0
225,12000,0.96,1200.0
227,11000,0.99,1100.0
228,17000,0.75,1700.0
229,13000,0.92,1300.0
230,15000,0.83,1500.0
231,72000,0.73,7200.0
233,13000,0.95,1300.0
235,13000,0.87,1300.0
236,15000,0.83,1500.0
237,12000,0.93,1200.0
238,12000,0.96,1200.0
239,15000,0.78,1500.0
240,23000,0.85,2300.0
241,13000,0.91,1300.0
242,14000,0.84,1400.0
243,18000,0.69,1800.0
246,14000,0.83,1400.0
247,13000,0.91,1300.0
248,15000,0.81,1500.0
249,16000,0.75,1600.0
250,14000,0.89,1400.0
251,16000,0.71,1600.0
252,13000,0.92,1300.0
253,14000,0.88,1400.0
254,14000,0.87,1400.0
255,13000,0.91,1300.0
256,13000,0.93,1300.0
258,14000,0.91,1400.0
259,14000,0.91,1400.0
260,12000,0.94,1200.0
261,12000,1.0,1200.0
262,15000,0.8,1500.0
263,12000,0.97,1200.0
265,14000,0.83,1400.0
267,32000,0.88,3200.0
268,11000,1.0,1100.0
269,13000,0.88,1300.0
270,10000,1.0,1000.0
271,14000,0.9,1400.0
272,16000,0.75,1600.0
273,11000,1.0,1100.0
274,12000,0.97,1200.0
279,15000,0.83,1500.0
280,13000,0.91,1300.0
281,13000,0.89,1300.0
282,13000,0.9,1300.0
284,15000,0.8,1500.0
285,12000,0.94,1200.0
286,14000,0.81,1400.0
287,14000,0.84,1400.0
288,15000,0.81,1500.0
289,14000,0.9,1400.0
290,21000,0.61,2100.0
291,5000,0.46,500.0
292,12000,0.98,1200.0
293,13000,0.88,1300.0
294,13000,0.91,1300.0
295,12000,0.93,1200.0
296,13000,0.94,1300.0
297,12000,0.94,1200.0
299,16000,0.73,1600.0
300,13000,0.94,1300.0
302,13000,0.93,1300.0
303,13000,0.9,1300.0
304,12000,0.93,1200.0
305,11000,1.0,1100.0
306,12000,0.91,1200.0
307,13000,0.9,1300.0
308,12000,0.94,1200.0
309,13000,0.91,1300.0
310,13000,0.89,1300.0
311,14000,0.89,1400.0
314,13000,0.89,1300.0
315,11000,0.99,1100.0
316,13000,0.91,1300.0
318,14000,0.84,1400.0
319,13000,0.88,1300.0
320,15000,0.82,1500.0
322,14000,0.83,1400.0
323,12000,0.99,1200.0
324,15000,0.81,1500.0
325,14000,0.83,1400.0
326,12000,0.95,1200.0
327,14000,0.87,1400.0
328,11000,0.99,1100.0
329,13000,0.91,1300.0
330,15000,0.8,1500.0
331,13000,0.9,1300.0
332,15000,0.81,1500.0
333,12000,0.99,1200.0
334,14000,0.82,1400.0
335,15000,0.79,1500.0
336,13000,0.88,1300.0
337,14000,0.83,1400.0
338,14000,0.86,1400.0
339,13000,0.94,1300.0
340,13000,0.96,1300.0
